Algorithm,Dataset,Gamma,Beta1,Beta2,Round,Global_Validation_Loss,F1_Score,Top1_Accuracy_Percent,Num_Selected_Clients,Num_Total_Clients,Num_Model_Params,Round_Time_Sec,Client_Time_Sec,Server_Time_Sec,Spatial_Var_Time_Sec,Peak_Memory_MB,Seed
FedHST,FashionMNIST,0.5,0.7,0.9999,10,0.4861893883228302,0.8253175452188584,82.69,29,100,54410,12.768259286880493,12.755826234817505,0.012433052062988281,0.011845588684082031,122.98095703125,1
FedHST,FashionMNIST,0.5,0.7,0.9999,11,0.5274833134651185,0.8016587745919865,80.85,25,100,54410,10.973319053649902,10.963314294815063,0.010004758834838867,0.00944375991821289,122.98095703125,1
FedHST,FashionMNIST,0.5,0.7,0.9999,12,0.5127440366268158,0.8077183875869778,81.84,22,100,54410,8.581421136856079,8.571691274642944,0.009729862213134766,0.009181737899780273,122.98095703125,1
FedHST,FashionMNIST,0.5,0.7,0.9999,13,0.5298093540668487,0.8058110948149565,81.13,20,100,54410,8.826931715011597,8.81724500656128,0.009686708450317383,0.00899505615234375,122.98095703125,1
FedHST,FashionMNIST,0.5,0.7,0.9999,14,0.7671508669376373,0.7259840206885132,75.04,21,100,54410,11.582289218902588,11.57411003112793,0.008179187774658203,0.007627964019775391,122.98095703125,1
FedHST,FashionMNIST,0.5,0.7,0.9999,15,0.6402238419055939,0.7706745704922696,78.54,24,100,54410,9.553215742111206,9.542593240737915,0.010622501373291016,0.010029792785644531,122.98095703125,1
FedHST,FashionMNIST,0.5,0.7,0.9999,16,0.5621406631231308,0.7885505991492029,80.77,21,100,54410,8.961812734603882,8.951656579971313,0.01015615463256836,0.009562015533447266,122.98095703125,1
FedHST,FashionMNIST,0.5,0.7,0.9999,17,0.588009335064888,0.7797090141483795,79.96,21,100,54410,9.11868929862976,9.108443021774292,0.01024627685546875,0.009577035903930664,122.98095703125,1
FedHST,FashionMNIST,0.5,0.7,0.9999,18,0.7813008267402649,0.7085220471099494,73.16,20,100,54410,7.519672632217407,7.511240243911743,0.008432388305664062,0.007860183715820312,122.98095703125,1
FedHST,FashionMNIST,0.5,0.7,0.9999,19,0.5793608027458191,0.786255226911545,79.68,30,100,54410,13.655367612838745,13.643128871917725,0.012238740921020508,0.011670112609863281,122.98095703125,1
FedHST,FashionMNIST,0.5,0.7,0.9999,20,0.4140874489545822,0.8548137582687294,85.69,26,100,54410,9.328505277633667,9.31814432144165,0.010360956192016602,0.00982046127319336,122.98095703125,1
