Algorithm,Dataset,Gamma,Beta1,Beta2,Round,Global_Validation_Loss,F1_Score,Top1_Accuracy_Percent,Num_Selected_Clients,Num_Total_Clients,Num_Model_Params,Round_Time_Sec,Client_Time_Sec,Server_Time_Sec,Spatial_Var_Time_Sec,Peak_Memory_MB,Sweep_Type
FedHST,FashionMNIST,0.5,0.9,0.99,7,0.8082138747215271,0.6967697074052762,71.33,28,100,54410,4.651995420455933,4.639279365539551,0.012716054916381836,0.012082576751708984,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.99,8,0.840177509021759,0.6645066007693441,69.72,24,100,54410,3.712151288986206,3.7028043270111084,0.009346961975097656,0.00877690315246582,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.99,9,0.8092280586242676,0.6665373780229931,70.15,25,100,54410,3.5038564205169678,3.4943289756774902,0.009527444839477539,0.008904218673706055,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.99,10,0.7718647215843201,0.6681096111666174,69.26,20,100,54410,2.943010091781616,2.933985710144043,0.009024381637573242,0.008360624313354492,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.99,11,0.7003539449214935,0.7189247687981148,72.93,20,100,54410,2.3937783241271973,2.385105848312378,0.008672475814819336,0.008095741271972656,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.99,12,0.6858149719715119,0.72925708335639,74.31,30,100,54410,4.4324235916137695,4.419900894165039,0.012522697448730469,0.01191568374633789,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.99,13,0.6807332732200623,0.7334878279300995,75.11,29,100,54410,4.090903997421265,4.078668117523193,0.012235879898071289,0.01172018051147461,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.99,14,0.6811308659553528,0.7350149797472816,75.7,22,100,54410,3.4706616401672363,3.4612009525299072,0.009460687637329102,0.008868694305419922,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.99,15,0.6640762801170349,0.7416282242150644,76.77,28,100,54410,3.934648036956787,3.9218661785125732,0.012781858444213867,0.012178182601928711,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.99,16,0.6422294870376587,0.7529626233559632,77.74,28,100,54410,4.4605913162231445,4.448765993118286,0.011825323104858398,0.011201620101928711,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.99,17,0.6236849704742432,0.7671569499261601,78.33,26,100,54410,4.099318504333496,4.089107036590576,0.010211467742919922,0.009709358215332031,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.99,18,0.5834603945732116,0.7818453374331205,79.08,21,100,54410,2.896235942840576,2.886915445327759,0.009320497512817383,0.008711814880371094,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.99,19,0.5508327996730804,0.7939811661465819,79.86,28,100,54410,4.567779064178467,4.5559844970703125,0.011794567108154297,0.011209487915039062,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.99,20,0.5257082327842713,0.8085410238487286,80.87,28,100,54410,3.6115574836730957,3.6010050773620605,0.010552406311035156,0.010065793991088867,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.99,21,0.5142968551158905,0.8124479486268518,80.96,24,100,54410,4.1129310131073,4.103111743927002,0.009819269180297852,0.009248495101928711,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.99,22,0.5077040066719055,0.8127249681604608,80.93,26,100,54410,3.733639717102051,3.7228381633758545,0.010801553726196289,0.010205507278442383,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.99,23,0.5072244452476502,0.8160809917103139,81.67,28,100,54410,5.227405071258545,5.215620517730713,0.011784553527832031,0.01117706298828125,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.99,24,0.5222782177925109,0.7993959665200248,80.62,23,100,54410,3.227053165435791,3.218229293823242,0.008823871612548828,0.008344411849975586,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.99,25,0.546980502128601,0.7859064505549398,79.81,29,100,54410,3.831620216369629,3.819545269012451,0.012074947357177734,0.01152491569519043,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.99,26,0.5635214332580566,0.7757612486593696,79.9,26,100,54410,4.59489893913269,4.583807945251465,0.011090993881225586,0.010491609573364258,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.99,27,0.5320645154953003,0.7870803504275039,81.19,27,100,54410,4.22306227684021,4.211350679397583,0.011711597442626953,0.011059045791625977,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.99,28,0.49594841911792753,0.8050782922057337,82.49,30,100,54410,5.050884962081909,5.03851318359375,0.01237177848815918,0.011782646179199219,122.98095703125,beta2
FedHST,FashionMNIST,0.5,0.9,0.99,29,0.45986381907463075,0.8253873130579039,83.73,25,100,54410,3.057701587677002,3.0469441413879395,0.0107574462890625,0.010204792022705078,122.98095703125,beta2
FedHST,FashionMNIST,0.5,0.9,0.99,30,0.44091196269989014,0.8369680780983229,84.4,28,100,54410,4.410673379898071,4.400155544281006,0.01051783561706543,0.009972572326660156,122.98095703125,beta2
FedHST,FashionMNIST,0.5,0.9,0.99,31,0.4251229805469513,0.8474496544646873,84.91,25,100,54410,3.55839467048645,3.5481483936309814,0.01024627685546875,0.009705305099487305,122.98095703125,beta2
FedHST,FashionMNIST,0.5,0.9,0.99,32,0.4422099417209625,0.8426670179042182,83.92,25,100,54410,3.4608426094055176,3.44954514503479,0.011297464370727539,0.010706186294555664,122.98095703125,beta2
FedHST,FashionMNIST,0.5,0.9,0.99,33,0.4594513213157654,0.8325629008760831,82.79,27,100,54410,4.931368827819824,4.919412851333618,0.011955976486206055,0.011345624923706055,122.98095703125,beta2
FedHST,FashionMNIST,0.5,0.9,0.99,34,0.4354537515640259,0.8446475867928711,84.14,29,100,54410,5.252395868301392,5.2412495613098145,0.011146306991577148,0.010656356811523438,122.98095703125,beta2
FedHST,FashionMNIST,0.5,0.9,0.99,35,0.4188332016468048,0.8513316857992048,85.14,27,100,54410,3.990032434463501,3.9786763191223145,0.011356115341186523,0.010801076889038086,122.98095703125,beta2
FedHST,FashionMNIST,0.5,0.9,0.99,36,0.4330077981948853,0.8409370970657047,84.68,26,100,54410,4.36737322807312,4.356449127197266,0.010924100875854492,0.010393857955932617,122.98095703125,beta2
FedHST,FashionMNIST,0.5,0.9,0.99,37,0.46115637192726133,0.8216194015762408,83.55,22,100,54410,3.756559133529663,3.7467257976531982,0.009833335876464844,0.009235858917236328,122.98095703125,beta2
FedHST,FashionMNIST,0.5,0.9,0.99,38,0.5030637323379517,0.7996438527313221,82.36,25,100,54410,2.9480063915252686,2.9367268085479736,0.011279582977294922,0.010683536529541016,122.98095703125,beta2
FedHST,FashionMNIST,0.5,0.9,0.99,39,0.5200305418968201,0.7940062474912927,82.01,27,100,54410,3.9732041358947754,3.9621362686157227,0.011067867279052734,0.010508537292480469,122.98095703125,beta2
FedHST,FashionMNIST,0.5,0.9,0.99,40,0.49070968971252443,0.8032482310283223,82.45,27,100,54410,3.9472336769104004,3.935157060623169,0.012076616287231445,0.011449098587036133,122.98095703125,beta2
FedHST,FashionMNIST,0.5,0.9,0.99,41,0.4382263650894165,0.8291780878714841,84.09,26,100,54410,3.9700305461883545,3.957221269607544,0.012809276580810547,0.012155771255493164,122.98095703125,beta2
FedHST,FashionMNIST,0.5,0.9,0.99,42,0.4020598038196564,0.8555286124045585,85.9,28,100,54410,4.0826661586761475,4.071829795837402,0.010836362838745117,0.010294914245605469,122.98095703125,beta2
FedHST,FashionMNIST,0.5,0.9,0.99,43,0.39847854132652283,0.8591769642045067,85.79,26,100,54410,3.6503801345825195,3.638882637023926,0.01149749755859375,0.010901212692260742,122.98095703125,beta2
FedHST,FashionMNIST,0.5,0.9,0.99,44,0.41298190774917604,0.8517044519414408,84.91,29,100,54410,4.846118688583374,4.831380367279053,0.014738321304321289,0.014095306396484375,122.98095703125,beta2
FedHST,FashionMNIST,0.5,0.9,0.99,45,0.42488145265579225,0.8456651345103449,84.27,26,100,54410,2.8133275508880615,2.802150011062622,0.011177539825439453,0.010558128356933594,122.98095703125,beta2
FedHST,FashionMNIST,0.5,0.9,0.99,46,0.41038336269855497,0.851440568968623,84.97,30,100,54410,4.816240310668945,4.802483320236206,0.013756990432739258,0.013014078140258789,122.98095703125,beta2
FedHST,FashionMNIST,0.5,0.9,0.99,47,0.3939814307928085,0.8606833144814935,86.07,27,100,54410,3.361815929412842,3.350811004638672,0.011004924774169922,0.010405302047729492,122.98095703125,beta2
FedHST,FashionMNIST,0.5,0.9,0.99,48,0.3873600775718689,0.8622257070142855,86.44,27,100,54410,4.323386907577515,4.311228513717651,0.012158393859863281,0.011500835418701172,122.98095703125,beta2
FedHST,FashionMNIST,0.5,0.9,0.99,49,0.3897076863527298,0.8574709312378331,86.16,25,100,54410,3.032813787460327,3.022736072540283,0.010077714920043945,0.009572505950927734,122.98095703125,beta2
FedHST,FashionMNIST,0.5,0.9,0.99,50,0.38731374957561493,0.8559912296002745,86.12,30,100,54410,3.897493362426758,3.8850321769714355,0.012461185455322266,0.01183938980102539,122.98095703125,beta2
FedHST,FashionMNIST,0.5,0.9,0.999,1,2.0543050369262694,0.17766728775076923,25.55,30,100,54410,4.735461235046387,4.723708868026733,0.01175236701965332,0.011215448379516602,122.7568359375,beta2
FedHST,FashionMNIST,0.5,0.9,0.999,2,1.6179615463256836,0.29421511668575795,40.48,26,100,54410,3.7607407569885254,3.7493906021118164,0.011350154876708984,0.010785818099975586,122.7568359375,beta2
FedHST,FashionMNIST,0.5,0.9,0.999,3,1.2886125064849854,0.4411332889986964,51.78,30,100,54410,4.314723968505859,4.301969289779663,0.012754678726196289,0.012138605117797852,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.999,4,1.0889477898597717,0.4884072632674723,54.93,23,100,54410,3.1071979999542236,3.0964341163635254,0.010763883590698242,0.010127544403076172,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.999,5,0.894386956691742,0.6617474237343839,68.89,26,100,54410,4.007308006286621,3.9955854415893555,0.011722564697265625,0.011100053787231445,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.999,6,0.7609183052062988,0.7317264909606905,74.21,24,100,54410,4.326043367385864,4.314741134643555,0.01130223274230957,0.010634422302246094,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.999,7,0.8002981030464172,0.6957793918050792,71.21,28,100,54410,4.416226148605347,4.4044718742370605,0.011754274368286133,0.011081933975219727,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.999,8,0.8347495900154114,0.6619187845865934,69.54,24,100,54410,3.580207109451294,3.5691184997558594,0.01108860969543457,0.010453224182128906,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.999,9,0.8077207558631897,0.6581680698735044,69.49,25,100,54410,3.405010461807251,3.3945791721343994,0.010431289672851562,0.009912252426147461,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.999,10,0.7754443742752075,0.6588422120009255,68.58,20,100,54410,2.796550989151001,2.78800106048584,0.008549928665161133,0.008026361465454102,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.999,11,0.7025494688034057,0.7188845456152464,72.87,20,100,54410,2.162691354751587,2.1532437801361084,0.009447574615478516,0.008846759796142578,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.999,12,0.6854553599357605,0.7293543841685249,74.27,30,100,54410,4.369947195053101,4.35723352432251,0.01271367073059082,0.01208043098449707,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.999,13,0.6874646472930909,0.7294525705711163,74.67,29,100,54410,4.044527292251587,4.031741142272949,0.012786149978637695,0.01217341423034668,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.999,14,0.7049600583553314,0.7292319109444523,74.97,22,100,54410,3.5354301929473877,3.5265417098999023,0.008888483047485352,0.008325815200805664,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.999,15,0.6780240052700043,0.7359219938964712,76.21,28,100,54410,3.9561305046081543,3.9448649883270264,0.01126551628112793,0.010649681091308594,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.999,16,0.64457342877388,0.748545552326122,77.45,28,100,54410,4.734914302825928,4.724245309829712,0.01066899299621582,0.010160446166992188,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.999,17,0.6185066715717316,0.7637300633914841,78.18,26,100,54410,4.326792240142822,4.315812349319458,0.010979890823364258,0.01042485237121582,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.999,18,0.5820757942199707,0.780681777405862,79.1,21,100,54410,3.040088653564453,3.0303523540496826,0.009736299514770508,0.00910806655883789,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.999,19,0.5529066819190979,0.7909152251330248,79.61,28,100,54410,4.5258753299713135,4.5138208866119385,0.012054443359375,0.011437654495239258,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.999,20,0.5176839891433715,0.8084350687789004,80.91,28,100,54410,3.650993824005127,3.6404762268066406,0.010517597198486328,0.010007619857788086,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.999,21,0.5066569754123688,0.8150518600541388,81.27,24,100,54410,4.177123546600342,4.166663408279419,0.010460138320922852,0.009822368621826172,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.999,22,0.50655225481987,0.8138666252748052,81.04,26,100,54410,3.866748571395874,3.855070114135742,0.011678457260131836,0.011053800582885742,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.999,23,0.5093752426624298,0.8151063398344235,81.54,28,100,54410,5.317558765411377,5.3069539070129395,0.0106048583984375,0.01003718376159668,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.999,24,0.5182035385131836,0.8037105021077989,80.93,23,100,54410,3.0860633850097656,3.077049732208252,0.009013652801513672,0.008518457412719727,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.999,25,0.5361487490653992,0.7938378973693394,80.32,29,100,54410,3.317351818084717,3.306166887283325,0.011184930801391602,0.010582923889160156,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.999,26,0.5494209257125855,0.7815846287478531,80.17,26,100,54410,4.0314781665802,4.019871234893799,0.011606931686401367,0.01100921630859375,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.999,27,0.5190411046028137,0.7890752110928277,81.23,27,100,54410,3.719895839691162,3.7099826335906982,0.009913206100463867,0.009426355361938477,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.999,28,0.4855683227300644,0.8083770979553624,82.73,30,100,54410,4.736532688140869,4.7238287925720215,0.012703895568847656,0.012085676193237305,122.98095703125,beta2
FedHST,FashionMNIST,0.5,0.9,0.999,29,0.4545705709218979,0.8251337625825824,83.71,25,100,54410,3.1260149478912354,3.1142003536224365,0.011814594268798828,0.011132478713989258,122.98095703125,beta2
FedHST,FashionMNIST,0.5,0.9,0.999,30,0.44038991656303406,0.8375646912420519,84.49,28,100,54410,3.7266247272491455,3.7144863605499268,0.01213836669921875,0.011484861373901367,122.98095703125,beta2
FedHST,FashionMNIST,0.5,0.9,0.999,31,0.4283814289569855,0.8469777823208189,84.89,25,100,54410,3.0790958404541016,3.0684256553649902,0.010670185089111328,0.010094165802001953,122.98095703125,beta2
FedHST,FashionMNIST,0.5,0.9,0.999,32,0.4427565892219543,0.8417436877640576,83.88,25,100,54410,3.032918691635132,3.0224101543426514,0.010508537292480469,0.009909868240356445,122.98095703125,beta2
FedHST,FashionMNIST,0.5,0.9,0.999,33,0.4572959424972534,0.8332103972297095,82.9,27,100,54410,4.235944509506226,4.223749399185181,0.012195110321044922,0.011568307876586914,122.98095703125,beta2
FedHST,FashionMNIST,0.5,0.9,0.999,34,0.4381771983146667,0.8444976077450377,84.14,29,100,54410,4.687442064285278,4.673557758331299,0.013884305953979492,0.013297557830810547,122.98095703125,beta2
FedHST,FashionMNIST,0.5,0.9,0.999,35,0.42226391468048097,0.85202406350142,85.15,27,100,54410,3.9048798084259033,3.893726348876953,0.011153459548950195,0.010586738586425781,122.98095703125,beta2
FedHST,FashionMNIST,0.5,0.9,0.999,36,0.4301086372852325,0.845027273282186,84.9,26,100,54410,4.242770671844482,4.232065677642822,0.010704994201660156,0.010092973709106445,122.98095703125,beta2
FedHST,FashionMNIST,0.5,0.9,0.999,37,0.44894379243850707,0.831820345259589,84.18,22,100,54410,3.7475898265838623,3.738049268722534,0.009540557861328125,0.008939743041992188,122.98095703125,beta2
FedHST,FashionMNIST,0.5,0.9,0.999,38,0.4844544508934021,0.8109484756232128,82.98,25,100,54410,3.02089786529541,3.0100510120391846,0.010846853256225586,0.010271310806274414,122.98095703125,beta2
FedHST,FashionMNIST,0.5,0.9,0.999,39,0.5025978901863098,0.8005379327781613,82.22,27,100,54410,3.9641218185424805,3.9531033039093018,0.011018514633178711,0.010451555252075195,122.98095703125,beta2
FedHST,FashionMNIST,0.5,0.9,0.999,40,0.48065370309352873,0.8075637995317433,82.54,27,100,54410,4.0234949588775635,4.012547731399536,0.010947227478027344,0.010385513305664062,122.98095703125,beta2
FedHST,FashionMNIST,0.5,0.9,0.999,41,0.43548375160694125,0.8315301921222046,84.13,26,100,54410,4.609237909317017,4.598026990890503,0.011210918426513672,0.010532379150390625,122.98095703125,beta2
FedHST,FashionMNIST,0.5,0.9,0.999,42,0.4009013214588165,0.8536764050242851,85.75,28,100,54410,4.635214805603027,4.624963045120239,0.010251760482788086,0.009754657745361328,122.98095703125,beta2
FedHST,FashionMNIST,0.5,0.9,0.999,43,0.3926986878156662,0.8598973621220825,85.91,26,100,54410,3.7835521697998047,3.7712676525115967,0.012284517288208008,0.011676311492919922,122.98095703125,beta2
FedHST,FashionMNIST,0.5,0.9,0.999,44,0.40343897631168363,0.8557407316062718,85.36,29,100,54410,5.3647379875183105,5.353703737258911,0.011034250259399414,0.010430574417114258,122.98095703125,beta2
FedHST,FashionMNIST,0.5,0.9,0.999,45,0.4144025996208191,0.8515468149623009,84.91,26,100,54410,3.1530044078826904,3.1414735317230225,0.011530876159667969,0.010887622833251953,122.98095703125,beta2
FedHST,FashionMNIST,0.5,0.9,0.999,46,0.4049624097108841,0.8541322660694657,85.27,30,100,54410,5.065183401107788,5.053150653839111,0.012032747268676758,0.011433124542236328,122.98095703125,beta2
FedHST,FashionMNIST,0.5,0.9,0.999,47,0.3932441867828369,0.8580294312168182,85.8,27,100,54410,3.379329204559326,3.369264841079712,0.010064363479614258,0.00959634780883789,122.98095703125,beta2
FedHST,FashionMNIST,0.5,0.9,0.999,48,0.3881531877040863,0.8609852097058768,86.27,27,100,54410,4.7121312618255615,4.700296401977539,0.011834859848022461,0.011144876480102539,122.98095703125,beta2
FedHST,FashionMNIST,0.5,0.9,0.999,49,0.39100050089359284,0.8577231275854496,86.08,25,100,54410,3.620514154434204,3.6092700958251953,0.011244058609008789,0.01062917709350586,122.98095703125,beta2
FedHST,FashionMNIST,0.5,0.9,0.999,50,0.3870585387468338,0.8585578778122762,86.23,30,100,54410,4.597789525985718,4.587159633636475,0.010629892349243164,0.010133981704711914,122.98095703125,beta2
FedHST,FashionMNIST,0.5,0.9,0.9999,1,2.0542417602539063,0.17766728775076923,25.55,30,100,54410,5.093883991241455,5.080960035324097,0.012923955917358398,0.012335062026977539,122.7568359375,beta2
FedHST,FashionMNIST,0.5,0.9,0.9999,2,1.617465771484375,0.29439715941974204,40.49,26,100,54410,3.8041064739227295,3.7925450801849365,0.011561393737792969,0.010937929153442383,122.7568359375,beta2
FedHST,FashionMNIST,0.5,0.9,0.9999,3,1.2880254705429077,0.44112482111178525,51.78,30,100,54410,4.345983982086182,4.3329808712005615,0.013003110885620117,0.012348175048828125,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.9999,4,1.0887615528106689,0.48847723880754,54.93,23,100,54410,2.7050931453704834,2.6944494247436523,0.010643720626831055,0.010033845901489258,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.9999,5,0.8941270977020264,0.6613865363803605,68.85,26,100,54410,3.3091397285461426,3.2990965843200684,0.010043144226074219,0.009409189224243164,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.9999,6,0.7606497819900513,0.7323988404937998,74.26,24,100,54410,4.0256524085998535,4.016257047653198,0.009395360946655273,0.008924722671508789,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.9999,7,0.7986997805595398,0.6956813888057097,71.21,28,100,54410,4.0629563331604,4.050209045410156,0.01274728775024414,0.012165546417236328,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.9999,8,0.8331033820152283,0.6622912396931772,69.59,24,100,54410,3.198787212371826,3.1884653568267822,0.010321855545043945,0.009774923324584961,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.9999,9,0.8081871784210205,0.6556575654999648,69.27,25,100,54410,3.2128536701202393,3.2021219730377197,0.010731697082519531,0.010095357894897461,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.9999,10,0.7764726894378662,0.6578430883415008,68.48,20,100,54410,2.496548652648926,2.4884207248687744,0.008127927780151367,0.007584571838378906,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.9999,11,0.7023539301395416,0.7187542179995905,72.86,20,100,54410,2.157212734222412,2.148935317993164,0.008277416229248047,0.007688999176025391,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.9999,12,0.6843168393135071,0.7284871368349952,74.2,30,100,54410,4.543471813201904,4.531920909881592,0.0115509033203125,0.01099705696105957,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.9999,13,0.6935355335235596,0.727454688888627,74.46,29,100,54410,4.127771854400635,4.11568546295166,0.01208639144897461,0.01150822639465332,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.9999,14,0.7116853212833405,0.7278308209122117,74.8,22,100,54410,3.420163869857788,3.411503553390503,0.008660316467285156,0.008101701736450195,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.9999,15,0.6786983654022217,0.7355553713014793,76.21,28,100,54410,3.9966323375701904,3.9852638244628906,0.011368513107299805,0.010849237442016602,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.9999,16,0.6404087055206299,0.7502025647264434,77.63,28,100,54410,4.712290287017822,4.700843095779419,0.01144719123840332,0.010895729064941406,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.9999,17,0.6149282395839691,0.7651529152403833,78.36,26,100,54410,4.132529258728027,4.1202380657196045,0.012291193008422852,0.011579513549804688,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.9999,18,0.5803372000217438,0.7807078046058924,79.12,21,100,54410,2.884295701980591,2.8749570846557617,0.009338617324829102,0.008723258972167969,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.9999,19,0.552632195186615,0.7904375936959886,79.58,28,100,54410,4.5140221118927,4.502510070800781,0.011512041091918945,0.010922431945800781,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.9999,20,0.5167665735244751,0.8087522604525516,80.96,28,100,54410,3.5734333992004395,3.5615992546081543,0.011834144592285156,0.011214017868041992,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.9999,21,0.5061179642677307,0.8138120560967724,81.15,24,100,54410,4.090399980545044,4.079650402069092,0.010749578475952148,0.009864330291748047,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.9999,22,0.5074157959461212,0.8135613993784832,81.01,26,100,54410,3.795271635055542,3.7849063873291016,0.01036524772644043,0.009871721267700195,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.9999,23,0.5090635818958282,0.8157542369654168,81.59,28,100,54410,4.892436504364014,4.881727933883667,0.01070857048034668,0.010169267654418945,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.9999,24,0.5151917701244354,0.8060031712238533,81.13,23,100,54410,2.9113898277282715,2.9013869762420654,0.010002851486206055,0.00942230224609375,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.9999,25,0.5316655274868012,0.7962267103301367,80.52,29,100,54410,3.5384490489959717,3.5266239643096924,0.011825084686279297,0.011260509490966797,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.9999,26,0.5451727416515351,0.7823710536184366,80.2,26,100,54410,4.058855772018433,4.04896879196167,0.009886980056762695,0.009361505508422852,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.9999,27,0.5172826683521271,0.7896930415208044,81.23,27,100,54410,3.8113183975219727,3.7990329265594482,0.012285470962524414,0.011595726013183594,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.9999,28,0.48635056359767914,0.8077118994518961,82.67,30,100,54410,4.776228189468384,4.762918949127197,0.013309240341186523,0.012679815292358398,122.98095703125,beta2
FedHST,FashionMNIST,0.5,0.9,0.9999,29,0.45731389801502226,0.8234187269737783,83.62,25,100,54410,2.7300660610198975,2.719707489013672,0.010358572006225586,0.00979757308959961,122.98095703125,beta2
FedHST,FashionMNIST,0.5,0.9,0.9999,30,0.44272277407646177,0.8344631681194856,84.27,28,100,54410,3.7592296600341797,3.7475881576538086,0.011641502380371094,0.011096477508544922,122.98095703125,beta2
FedHST,FashionMNIST,0.5,0.9,0.9999,31,0.42921849279403684,0.8460075642985647,84.84,25,100,54410,3.1419644355773926,3.1320977210998535,0.009866714477539062,0.009339094161987305,122.98095703125,beta2
FedHST,FashionMNIST,0.5,0.9,0.9999,32,0.44108811922073365,0.8416002345987195,83.89,25,100,54410,2.973690986633301,2.9634366035461426,0.010254383087158203,0.0097503662109375,122.98095703125,beta2
FedHST,FashionMNIST,0.5,0.9,0.9999,33,0.45545221304893496,0.8329121045401724,82.87,27,100,54410,4.241011619567871,4.230486631393433,0.010524988174438477,0.010024309158325195,122.98095703125,beta2
FedHST,FashionMNIST,0.5,0.9,0.9999,34,0.43746833329200746,0.8449998053317709,84.18,29,100,54410,4.771200656890869,4.759873390197754,0.011327266693115234,0.01080179214477539,122.98095703125,beta2
FedHST,FashionMNIST,0.5,0.9,0.9999,35,0.41999947233200075,0.8530633206666554,85.22,27,100,54410,3.9614357948303223,3.9505341053009033,0.010901689529418945,0.010355710983276367,122.98095703125,beta2
FedHST,FashionMNIST,0.5,0.9,0.9999,36,0.42466289625167847,0.8474415595589644,85.09,26,100,54410,4.24685525894165,4.235232353210449,0.011622905731201172,0.01099538803100586,122.98095703125,beta2
FedHST,FashionMNIST,0.5,0.9,0.9999,37,0.4421470288276672,0.833948314116195,84.28,22,100,54410,3.713756799697876,3.704704761505127,0.009052038192749023,0.008495807647705078,122.98095703125,beta2
FedHST,FashionMNIST,0.5,0.9,0.9999,38,0.4782435676574707,0.8144814653711364,83.24,25,100,54410,3.02912974357605,3.0178167819976807,0.01131296157836914,0.010713815689086914,122.98095703125,beta2
FedHST,FashionMNIST,0.5,0.9,0.9999,39,0.4989078893184662,0.801821933749161,82.29,27,100,54410,4.031836032867432,4.019335508346558,0.012500524520874023,0.011827945709228516,122.98095703125,beta2
FedHST,FashionMNIST,0.5,0.9,0.9999,40,0.47946973700523376,0.8075060868922147,82.53,27,100,54410,4.031392812728882,4.019037246704102,0.012355566024780273,0.011744022369384766,122.98095703125,beta2
FedHST,FashionMNIST,0.5,0.9,0.9999,41,0.43619999005794524,0.8310924900591037,84.12,26,100,54410,3.9758381843566895,3.964613199234009,0.011224985122680664,0.01065206527709961,122.98095703125,beta2
FedHST,FashionMNIST,0.5,0.9,0.9999,42,0.4019911388397217,0.853210252723905,85.74,28,100,54410,4.049349546432495,4.037216901779175,0.012132644653320312,0.011533021926879883,122.98095703125,beta2
